post id, post url, title, category, tags,  reply id, userid, reply
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,17,Rockzax,2006 with a V6 engine. Again  don’t know about the pump  The last shop said to replace that too.
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,18,Rockzax,Yes I’ve tried Lucas. It worked for a bit then it all started gushing out again. I’ve also tried the fluid pre-mixed with stop leak and same thing
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,19,Nevada_545,The labor guide shows 3.8 hours to replace the rack and pinion assembly  expect to pay about $400 for the labor. If you can find a shop that will install a used junk yard unit they would likely also agree to install a discount parts store remanufactured unit that you provide.
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,20,Bing,Not to butt in but a rack at Rockauto is $150-320 plus $50 to 100 core charge that you get back. Shipping of course I suppose but I’ve never done that with them. The pump is another $100 to 150 plus the core. But I also can’t see why both would need to be replaced. You have to flush the system so maybe they thought it would be easier just replacing everything instead. I just think you need to know for sure where the leak is. Seals  hose  pump  where? It can’t be leaking from both I wouldn’t think.
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,21,Cavell,a rack is 40 and removal is 60 so your at 100 now. and a remaned one is 200? you can loosen front subframe bolts and remove rear bolts and lower back of subframe to access rack you have stands and jack and tools and work area?
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,22,Rockzax,No I have to hire someone. I don’t have tools or a workspace
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,23,VOLVO_V70, [ No I have to hire someone. I don’t have tools or a workspace ] You want to buy used parts of unknown condition that could result in multiple labor charges without really knowing what is leaking. You could actually spend 2 or 3 times that amount that a shop would cost to repair this with remanufactured parts that would have a decent warranty time. I even wonder how you plan to take these dirty and nasty parts from the junk yard to whoever you chose to do the work . As someone else said you could do this and in a few weeks find yourself right back where you started.
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,24,Triathlor,Oh sorry I didn’t see your previous reply about the pump  that’s why I asked again.So we have the same vehicle. The reman MasterPro R&P they sell at Oreilly’s is $200+. Orders above $35 is free shipping  or you can pick it up in the store.You can get a R&P cheaper at Rockauto.com but I just like how easy the returns are if I go to a local Oreillys’  plus they offer a lifetime warranty on the parts they sell. I just drive to any local Oreilly’s and that’s it. Money back. I have done it plenty of times. If you get a junk yard part however…I replaced my steering rack around May this year. No problems at all. No leaks whatsoever. Once I got the R&P  it was just a matter of finding a shop that could replace it for me for a good price.If you are trying to save money  the best would be to find out where the leak is coming from. You can use a cheap UV Dye kit. This is how I confirmed it was 100% just the steering rack that was bad.Does your vehicle make any whining  groaning noises while turning the wheel?Again  like everyone else I strongly suggest you to go with a remanufactured R&P. There is a chance you will end up doing this job again.
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,25,Rockzax,No noise it’s just stiff to turn. When I put the car in reverse I can sometimes hear a noise as if something is rubbing against the rack but it goes away once I put it in drive
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,26,Rockzax,I found a remanufactured rack from rack doctor.com 3 for $150 plus a $75 core. I will check the other sites also
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,27,Rockzax,Thanks for all the advice. I ordered a rack from Rockauto it ended up costing me about 200 after the core and shipping. I’m getting it checked out again tomorrow to see if I really need a pump
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,28,oldtimer_11,The car in the junkyard is going to be sitting down in the dirt with he wheel off if it is like our yards around here. The guy in the yard who is going to charge you $60 to remove it will lift the car up in the air with a forklift. Unless you own a forklift  you are not removing it yourself.
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,29,Rockzax,At the yard I went to they’re all propped up on old tires so getting under it wouldn’t be the hard part.
124876,https://community.cartalk.com/t/pick-and-pull-prices/124876,Pick and pull prices,Maintenance/Repairs,||mazda6||mazda||,30,Rockzax,As an update found out that the pump is definitely shot as well as the rack. All the fluid leaking caused it to run dry and ruined the pump. Also the sway bar links are shot in the front  serpentine belt is going  and I also need a rear forward lateral link in the back in addition to the shocks. My wallet is already crying
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,21,George_San_Jose1,OP  remember to take the necessary precautions so you are 100% sure the window won’t break loose and fall down while your hands are inside the door. The window is quite heavy and could do a lot of damage to your hands and arms.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,22,DIY_Wannabe,Thanks for the ongoin feedback  folks. Here’s an update:The suction cup has arrived  and I’m using it to safety the window (picture #1). Thankfully  @Tester   the nuts/bolts for the regulator line up with the holes when the window is fully elevated in this car. So I’ve had no trouble removing all the nuts from the regulator/motor bolts.However  I’m having trouble getting enough separation at the top of the window to actually remove the window from the regulator. You can see the bolt stick through on picture #2 (and picture #3  close-up–the lower bolt in both pictures). Any suggestions for this anybody?@GeorgeSanJose   no  I don’t have a wiring diagram. If the regulator seems to work well  I’m going to presume that it’s the motor  although I’ll also test the motor with a test light once it’s removed.@BillRussell   no  I didn’t pay the mechanic. His shop is very reasonable  and he agreed to do a quick diagnosis for free…may have had something to do with the fact that I was there with multiple/questions issues (i.e.  future business)  and the fact that the power window was a potential (but unlikely) insurance claim for a minor hit-and-run. Of course  he wasn’t too interested in telling me how I might do it myself  nor of clarifying whether or not the regulator was still good–since  as I said  he could only order the combined unit from his source. I went away to think about this  and other issues.Thanks for the rest of the feedback. If/when I get the unit out  if the regulator seems to be working well–how do I test this??–then I’ll save myself some cash by just ordering a replacement motor.Finally  incidentally  after removing the door panel I found two loose parts (one swimming in the door well): Picture #4. Any idea what either of these are for?Thanks!
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,23,Nevada_545,Install the nuts on the glass lift plate so the glass doesn’t drop when you lower it. Tap on the motor with a small hammer while holding the window switch in the down position. You should lower the window about 4" to align the three lift plate nuts with the three holes in the door. In this position there should be enough room to remove the glass. Without any frame around the glass it will be unstable in the raised position  you should remove it from the door.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,24,Barkydog,Got a used part for windstar  failed regulator  all one piece  $200 I think  had to drill out the rivets and replace them with bolts.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,25,jtsanders,If you decide to buy a regulator/motor for the window  consider new Dorman parts. I found they worked the best for my Buick Regal. Since they are aftermarket  they manufacture for many car brands. The price is very attractive.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,26,John_Andrew_McCormick,1aauto sales the window switch for $35 http://m.1aauto.com/2001-toyota-solara-power-window-switch/y-mo-c/2001-401-35 3… I actually would try that first. Just doesn’t sound like a bad regulator unit. But it’s probably cheaper insurance to replace the motor/regulator for future use.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,27,DIY_Wannabe,@Nevada_545   thanks for your comments. Strangely  perhaps  the three nuts/bolts on the glass lift plate are aligned when the class is in the (current) fully-up position. (They’re the three holes visible in the centre of the first picture.) It makes sense that lower the window would provide more space in the door to slide the glass off the bolts  but I’d have to lower the window all the way down to the large working space in this case  I think. (Does that makes sense?)If I am able to lower the window by flipping the switch and gently hammering the motor  how will I raise the window again? (I haven’t ordered parts yet  since I’m still trying to determine if the motor & regulator are both shot  or whether it’s just the motor. Some folks are suggesting the switch  but my test light seems to suggest that the switch is okay…)Your feedback is appreciated!
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,28,John_Andrew_McCormick,If you can’t get the window back up you’ll have to cut the cables inside so you can move the window freely but once you do that there is nothing that will hold the window up as it’ll just keep sliding down. I did this on my car. I think if the window lowers by tapping it with a hammer then you are looking at a bad motor. Just imho
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,29,Nevada_545,The service manual states that this is the position in which the window can be removed;14. REMOVE DOOR GLASS HINT: Insert a shop rag inside the door panel to prevent scratching the glass. (a) Open the door glass until the nuts appear in the service hole. (b) Remove the 3 nuts and door glass. NOTICE: Do not damage the door glass. HINT: Pull the glass upward to remove it. 15. REMOVE WINDOW REGULATOR ASSEMBLY (a) Remove the 7 nuts and window regulator assembly. HINT: Remove the window regulator assembly through the service hole. (b) Disconnect the connector.If you cut the regulator cable you will be replacing both the regulator and motor.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,30,John_Andrew_McCormick,Not sure if you’ve tested it but this could help you also finding the main source of the problem. https://m.youtube.com/watch?v=2tLmH05UKwk 6
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,31,jtsanders,Once you have the window low enough to access the screws that hold it to the regulator  remove the screws. The window will go up when you push it up  but will fall down unless you tape it in place. If you do this  you will probably have to tape it to the door to keep it up until you fix the regulator issue. I’ve done this  but only when the failed regulator did not hold the window up.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,32,DIY_Wannabe,@Nevada_545 and @jtsanders   the three nuts from the glass-lift plate appear when the window is fully elevated (as it is now  since it stopped working). I’ve reattached a close-up showing this. I can get the nuts off easily enough  but I can’t find enough space in the door to bring the glass forward (towards me) to get the bolts off the regulator (pictures #2 and 3 above).Also  without being able to remove the regulator  I can’t access the motor to tap it using a hammer. (It’s mounted to the rear of the speaker  in picture #1 above).Does this make sense? I hope I’m not missing what you’re trying to explain to me! I’m at a loss to know how a mechanic would remove the glass and/or the regulator at this point!Any suggestions/clarifications appreciated!
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,33,Nevada_545,On most cars the door glass is disconnected and removed in the mid position. The service manual for this car states the the window can be removed when the three nuts are aligned with the service holes. You may have to remove the outer belt line molding for additional clearance.I would just tap on the motor with a hammer and lower the window. If you don’t have a small hammer that will fit inside the door use a screw driver to strike the motor.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,34,jtsanders,You have to lower the window to gain access to the rear of the window as @Nevada_545 implied. It looks like you have a suction cup to hold the window in place (red thingie on window in photos). If that works well enough  you would not have to tape window in place.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,35,t044psa_141784,@DIY_Wannabe: Were you able to fix the window problem? I can’t figure out how to remove the window motor. Any help would be greatly appreciated.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,36,jtsanders,You have to remove the interior door trim panel  then pull back the plastic vapor barrier. The window motor should now be visible inside the door  along with the lift mechanism attached to it.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,37,t044psa_141784,Thanks @jtsanders for your quick response.In the coupe  the motor for the rear window is hidden behind somewhere and I am not able to see it. I have removed all the trims. I can send you a picture but don’t know how to attach it in my reply.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,38,Nevada_545,The coupe has fixed windows  they don’t go down.If you have a convertible remove the back seat and side trim panel to access the window regulator and motor.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,40,t044psa_141784,@Nevada_545 - Here’s what it looks like with all trims removed. Don’t know where the motor or regulator is and how to remove it. Please help.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,41,t044psa_141784,Here’s some more description of the problem and the troubleshooting that I have done so far:My vehicle is 2001 Toyota Solara Convertible Coupe.The small rear passenger side window is stuck in the down position. I asked the dealer to fix it up but they could not find the problem after charging me for 4 hours of labor. According to them  the switch is fine and the motor is fine and they said that they moved the window up by manually applying the battery to the motor. They didn’t show me what they did and had disconnected the wire going into the motor.I have checked the voltage coming to the faulty passenger side window motor and have compared it with the voltage with the driver side window motor. Both wires seem to get the same voltage but the polarity is reversed. Multi-meter red wire to motor red wire and multi-meter black wire to motor green wire shows positive voltage while the close button is pressed on driver side motor but gets similar negative voltage on passenger side motor.When I started troubleshooting it myself  I connected the wire back and pressed the open button. The window opened properly but now it is again stuck in the down position.Does this mean that the motor is fine but the issue is with the regulator? What does the regulator do anyway and where is it located?Also  according to the wiring diagram  there are 4 relays which control the up and down motion of the rear windows - 2 for LH and 2 for RH. Could the problem be with one of the relays? If yes  how do I troubleshoot a relay?
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,42,jtsanders,Here’s a picture of what the right side regulator looks like. My guess is it is inside the panel you show just above this response.YOU ARE LOOKING AT ONE USED RIGHT (PASSENGER) SIDE REAR QUARTER GLASS POWER WINDOW REGULATOR WITH MOTOR  AS SHOWN IN THE PHOTOS. MW576 HOLLANDER# 163-56369R (BOOK 69083-AA010). | eBay!
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,43,t044psa_141784,I was able to undo the entire window assembly (regulator motor and quarter panel glass) but I am still unable to pull it out of the body shell. Does anyone know if I need to remove the glass separately before I am take out the regulator motor?
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,44,jtsanders,If the regulator mechanism is separate from the motor  you only need to pull the motor. If you can’t disconnect the motor from the lift mechanism inside the body shell  disconnect the window from the mechanism. This is especially easy if the top is down.
92938,https://community.cartalk.com/t/2001-toyota-solara-replace-window-regulator-unit-with-new-or-used/92938,2001 Toyota Solara: Replace Window Regulator Unit with New or Used?,Maintenance/Repairs,||subaru||outback||,45,Nevada_545,The quarter window glass must be in the up position to be able to lift the regulator assembly from the quarter panel. If you are dealing with an electrical problem I wouldn’t remove the regulator unless necessary  removing the regulator will likely disturb the glass adjustment.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,1,Marilyn29,My brother tells me I should pay no attention to the manufacturer recommendation of 10 000 mile oil changes (synthetic oil) and should change it every 5 000 miles. I don’t believe him. Who is right?21
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,2,VOLVO_V70,Actually both are. The people who built your car know what they are doing and your brother is using what can be called extra care. Look in your manual for the severe use oil changes and see what that says. Not knowing your driving patterns I would think that your manual says 10000 miles or 1 year.I do 7000 miles or 1 year which ever comes first and you can do many oil changes for the price of a new engine.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,3,boilerengtn,I have a Toyota as well and I just can’t bring myself to do a 10 000 mile oil change. I could stand 7 000 or even 8 000  but just not 10 000 - maybe it’s that 5th digit. I agree with @VOLVO_V70 - you’re both right  but check that severe service definition and interval if you go for 10 000 and make sure your driving isn’t defined as severe.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,4,COROLLAGUY1, [ My brother tells me I should pay no attention to the manufacturer recommendation of 10 000 mile oil changes (synthetic oil) and should change it every 5 000 miles. I don’t believe him. Who is right? ] You are right! does your brother work for a stealership? 10 000 miles is what the manufacturer recommands. Doing it sooner will waste perfectly good oil and empty your wallet at the same time.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,5,jtsanders,Do you have an Oil Life Monitor (OLM)? If so  it will tell you when to change oil. Normal service  which includes a lot of steady driving with few stops  will be close to 10 000 miles. If you do a lot of stop and go driving where it is hot and dusty  that is severe service  and closer to 5000 miles might be about right. What does your owner’s manual say about severe service oil change intervals?
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,6,George_San_Jose1,Changing the oil and filter can only help  never will hurt your car or its performance. Changing too frequently can harm the environment and result in extra expenses though. Replacing a timing chain or variable valve timing actuator b/c the oil changes were too infrequent will result in extra expenses too. It’s a compromise only the car’s owner can decide.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,7,Barkydog,we get free oil changes for the first 2 years at 10k  if we keep the car after the 3 year lease is up I will watch the oil color  and decide then if we do more frequent oil changes.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,8,Bing,I change oil in our Acura at 5000 miles with syn which is about 50% on the OLM. Who is right? Who cares? I balance about $45 000 for the vehicle versus $35 for synthetic oil and an OEM filter. Less than $100 extra a year and I’m sure not to have any carbon build up.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,9,keith,I would recommend that you do your first oil change at 5k. If you want to go every 10k after that  its up to you.BUT  my daughter has a 14 Camry that also calls for 10k oil changes. The dealer did the first two at 10 and 20k  I did one at 25k and then another at 35k. On the 35k oil change  I found sludge building up inside the oil filter housing. Been doing 7500 OCI (oil change interval) since.I have had quite a few cars that I have used the 7500 OCI with synthetic oil and never had an engine issue. I kept most for at least 200k miles and none burned much oil  most didn’t burn any. Worse case was one that burned a quart every 1100 miles after 275k on the engine. Been using the 7500 OCI and synthetic oil on most of my vehicles since around 1985.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,10,ok4450,Your brother is right. If you’ve ever heard of or read about oil sludging/coking and/or premature oil consumption then lack of oil changes it the usual cause.Oil consumption is due to the oil control rings seizing in the piston grooves which in turn does not allow them to “breathe” so to speak. I’ve been into countless engines and while the compression rings are usually free moving the oil control rings are not.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,11,missileman,Your brother is right. 10k is just too long between oil changes.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,12,oldtimer_11,I know Toyota didn;t have an oil life monitor in 2012  don’t know if they have one now but I don;t think so. Only car I ever had with a monitor was a 98 Olds.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,13,boilerengtn,My RAV has a maintenance monitor that comes on at 5 000 miles  not an oil life monitor. Both our Hondas have oil life monitors.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,14,cwatkin,Toyota had some engines fail due to sludge a few years back and they had to be replaced at great cost to Toyota. That being said I wouldn’t think they would want to take this risk again.Another interesting note are that the impacted engines using synthetic oil or where the oil was changed every 3000 miles didn’t sludge or fail.If you REALLY want to know  do an oil analysis with Blackstone Labs or similar after 5000 miles and get a scientific analysis of just how much life is left in the oil.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,15,db4690,My Camry’s oil change light comes on every 5KMy brother’s Highlander  which is a few years newer  also has the light come every 5K  regardless of his driving style  which is not exactly kind to vehicles
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,16,oldtimer_11,If you read your Toyota owners manual. that light that comes on every 5000 miles is to rotate the tires.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,17,db4690,Not in my bookIn my book  it comes on every 5K to indicate a service . . . which includes oil and filter change and tire rotation  as needed . . . is dueWhy are we even arguing about this?What purpose does it serve?
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,18,oldtimer_11,My 2012 Camry calls for oil changes every 10 000 miles but the light still comes on every 5000.I’m just having a friendly discussion.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,19,Nevada_545, [ If you read your Toyota owners manual. that light that comes on every 5000 miles is to rotate the tires. ] That true for this topic and most Toyotas manufactured during this decade but someone will come along and say that it is different for their car.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,20,oldtimer_11,Of course it is. I think Toyota just never changed things from when they required 5000 mile oil changes and explain the maintenence reminde coming on every 5000 miles by citing the tire rotation. I find the 5000 reminder useless. I change my oil by time and am on my second set of tires and the tire store wants 6000 rotations (free) to maintain the warranty. I think an oil life monitor would be much more useful and a temperature gauge would be nice but Toyota doesn’t think they are necessary and since they are the best selling brand in the world  most of their customers must not care.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,21,Bing,While you mention it  when I ordered my 86 Buick Park Ave.  I wanted gauges. The only way to get them though was with the electronic dash which was either a $1 or 2 000 option  can’t remember. So at any rate I ordered it without and went down and bought a set of gauges for $20 and mounted it under the dash. Voltage  temp  and oil pressure all in one neat little case that looked OEM. So I still had the idiot lights as well as the actual readings of what was going on. My Acura doesn’t even have a voltage gauge so i just plug one of the $15 variety in from time to time just to see. As far as I’m concerned they can dump all the maintenance minders for all I care  plus anything beyond oil changes has to be reset by the dealer and their computer.
124523,https://community.cartalk.com/t/2018-toyota-camry-my-brother-right-or-wrong/124523,2018 Toyota Camry - My brother - right or wrong?,Maintenance/Repairs,||toyota||,22,Subarurob,Guys there has been much engine damage by leave oil in the engine for to long… GM and others have changed there ECM to actually tell you to change the oil sooner… The reason has been due to cam chain failures. Or tensions failure Turns out once the additive pkg burns off the oil isn’t good enough to protect cam chains and chain tensioners…Also Most cars are rusted out but the engine is still in good shape So mfgs are lengthening there oil change times. This also lets them claim a lower cost of ownership…Change your oil often. It’s not worth the wear and tear to have dirty oil running through the engine.
110968,https://community.cartalk.com/t/tire-valve-stem/110968,Tire Valve Stem,Maintenance/Repairs,||rx350||lexus||,1,RaymondA,We purchase 4 new tires. The next day on the way to Sacramento we got a flat outside of Gorman. We stopped in Bakersfield to get a new tire and we got another flat on the new tire  same rim  20 miles later. The tire store said they could not find anything wrong with the rim. We returned the first flat to the first tire store and had them inspect the rim. They also could not find anything wrong with the rim. They said it was the valve stem. But two flats on two new tires on the same rim? They replaced all the valves with high-pressure valves. So far  5 days later we have not had a problem. I don’t want my wife driving with a bad spare. If it is the valve stem that means two different tire stores put bad valves on new tires or used same old valve on both tires. Does this sound reasonable? I cant understand how they could have damaged the rim  but 2 flats in 60 miles all on the same rim?13
110968,https://community.cartalk.com/t/tire-valve-stem/110968,Tire Valve Stem,Maintenance/Repairs,||rx350||lexus||,2,bloody_knuckles,Were the valves replaced when the new tires went on the first time? Did the store that replaced the tire identify the source of the leak that caused the flat? There’s quite a bit of info missing here.
110968,https://community.cartalk.com/t/tire-valve-stem/110968,Tire Valve Stem,Maintenance/Repairs,||rx350||lexus||,3,COROLLAGUY1,They are suppose to change the valves when they put new tires on.Maybe they were lazy and didn’t change them.
110968,https://community.cartalk.com/t/tire-valve-stem/110968,Tire Valve Stem,Maintenance/Repairs,||rx350||lexus||,4,the_same_mountainbike,Or it could simply be coincidence. It happens.
110968,https://community.cartalk.com/t/tire-valve-stem/110968,Tire Valve Stem,Maintenance/Repairs,||rx350||lexus||,5,insightful,I once bought a brand-new CIVIC (non-TPMS) and three days later a tire went flat overnight in my driveway. Blew it up and obviously the valve stem core was leaking. Replaced that one core  and never had another problem with it or the other tires.
